"INST_ID","INST_Name","Address","City","State","Zip","Longitude","Latitude","Sector","Size","LandGrant","Carnegie","2020ADM_Rate","2020ENR_Rate","2019ADM_Rate","2019ENR_Rate","2018ADM_Rate","2018ENR_Rate","2017ADM_Rate","2017ENR_Rate","2016ADM_Rate","2016ENR_Rate","2015ADM_Rate","2015ENR_Rate","Head_21_TOTAL","Head_21_UG","Head_21_GR","Head_20_TOTAL","Head_20_UG","Head_20_GR","Head_19_TOTAL","Head_19_UG","Head_19_GR","Head_18_TOTAL","Head_18_UG","Head_18_GR","Head_17_TOTAL","Head_17_UG","Head_17_GR","Head_16_TOTAL","Head_16_UG","Head_16_GR","FTE2020","FTE2019","FTE2018","FTE2017","FTE2016","FTE2015","F2020_Ret","F2019_Ret","F2018_Ret","F2017_Ret","F2016_Ret","F2015_Ret","GR2020","GR2019","GR2018","GR2017","GR2016","GR2015","2020S:F","2019S:F","2018S:F","2017S:F","2016S:F","2015S:F","IN_2122_ON","OUT_2122_ON","IN_2021_ON","OUT_2021_ON","IN_1920_ON","OUT_1920_ON","IN_1819_ON","OUT_1819_ON","IN_1718_ON","OUT_1718_ON","IN_1617_ON","OUT_1617_ON","IN_1516_ON","OUT_1516_ON","UG_TOTAL_1920","UG_AID_PERC_1920","UG_PELL_PERC_1920","UG_TOTAL_1819","UG_AID_PERC_1819","UG_PELL_PERC_1819","UG_TOTAL_1718","UG_AID_PERC_1718","UG_PELL_PERC_1718","UG_TOTAL_1617","UG_AID_PERC_1617","UG_PELL_PERC_1617","UG_TOTAL_1516","UG_AID_PERC_1516","UG_PELL_PERC_1516","UG_TOTAL_1415","UG_AID_PERC_1415","UG_PELL_PERC_1415","FY20_Endow","FY19_Endow","FY18_Endow","FY17_Endow","FY16_Endow","FY15_Endow"
212601,"Gannon University","109 W Sixth St","Erie","PA","16541-0001",-80.087166,42.128403,"Private","1,000 - 4,999","No","Doctoral/Professional Universities
",0.792435839711842,0.180113636363636,0.755235878993019,0.205602240896359,0.808548009367681,0.186097031136857,0.799009047824214,0.173901321110812,0.777494692144374,0.172310212998362,0.757654877759316,0.146688820318063,4774,3423,1351,4899,3610,1289,4901,3587,1314,4695,3304,1391,4889,3327,1562,5051,3328,1723,3751,3832,3666,3531,3657,3722,691,746,614,607,591,575,67,68,64,66,65,64,13,13,13,13,12,12,53020,53020,52561,52561,50488,50488,48464,48464,46546,46546,45608,45608,44400,44400,3432,74,26,3291,79,27,3076,82,26,3098,81,23,3115,86,26,3205,79,26,63415000,65365000,63421000,60226000,56566000,58151000
198561,"Gardner-Webb University","Main St","Boiling Springs","NC","28017-0997",-81.668141,35.24732,"Private","1,000 - 4,999","No","Doctoral/Professional Universities
",0.77951582867784,0.112517916865743,0.667149358709144,0.124651162790698,0.481446241674596,0.202075098814229,0.526972353337829,0.243761996161228,0.518793503480278,0.198568872987478,0.526901189860321,0.118986032074496,4643,2865,1778,4607,2734,1873,4114,2228,1886,4357,2454,1903,4525,2613,1912,4965,2879,2086,2680,2548,2525,2690,2817,3094,401,408,381,444,460,493,53,49,44,50,52,55,13,13,11,11,13,13,46990,46990,46820,46820,46850,46850,46420,46420,44540,44540,43150,43150,41020,41020,1999,87,45,2036,86,44,2215,92,45,2362,86,41,2636,60,24,2710,58,23,65959069,70518164,65927130,64397685,61454226,61349802
212656,"Geneva College","3200 College Ave","Beaver Falls","PA","15010-3599",-80.321826,40.772518,"Private","1,000 - 4,999","No","Master's Colleges & Universities: Small Programs",0.73142509135201,0.228975853455454,0.532309889325241,0.210596914822267,0.633178773827924,0.248982912937347,0.690124186871674,0.259640102827764,0.705734089477001,0.258035714285714,0.733015494636472,0.199642431466031,1498,1308,190,1573,1380,193,1718,1497,221,1796,1547,249,1944,1626,318,1988,1656,332,1208,1271,1353,1423,1540,1583,310,302,300,289,329,312,64,69,65,64,65,67,12,11,12,14,13,15,43620,43620,42690,42690,40970,40970,39450,39450,38040,38040,37500,37500,37130,37130,1290,94,36,1376,94,36,1417,97,38,1461,93,36,1464,98,38,1417,75,45,48811484,43264240,42067457,36976463,36936073,39260559
208822,"George Fox University","414 N Meridian St","Newberg","OR","97132",-122.967494,45.303629,"Private","1,000 - 4,999","No","Doctoral/Professional Universities
",0.909124767225326,0.192953707496928,0.823920265780731,0.243145161290323,0.823060941828255,0.249894825410181,0.818908585331943,0.269100169779287,0.637560192616372,0.319738167170191,0.766104030313469,0.213572166724079,4625,2635,1990,4511,2746,1765,4595,2829,1766,4611,2838,1773,4359,2821,1538,4240,2733,1507,3332,3405,3363,3488,3508,3310,602,593,630,634,619,627,67,72,64,68,65,63,13,14,14,14,14,14,54220,54220,53460,53460,51930,51930,50270,50270,48902,48902,47328,47328,46364,46364,2734,89,28,2782,90,28,2811,89,31,2825,88,31,2738,88,33,2509,90,32,26218560,24893166,23639880,22821150,20442093,20894426
232186,"George Mason University","4400 University Dr","Fairfax","VA","22030-4444",-77.307428,38.829976,"Public","20,000 and above","No","Doctoral Universities: Very High Research Activity
",0.892018114916502,0.188323020783754,0.86744400122737,0.221848838580356,0.810553765915018,0.234102952308857,0.813246985731585,0.225883723941474,0.809879084126576,0.255241423125794,0.797282351082319,0.167535682308948,46687,32408,14279,49755,35884,13871,48678,34722,13956,47049,33135,13914,46266,32249,14017,44713,30789,13924,30786,30551,30116,28949,27929,26887,3704,3664,3442,3175,3154,3046,70,71,70,69,67,67,17,17,17,16,16,16,30669,54129,29978,54374,29166,52626,30284,53744,29226,51672,27860,49142,27138,47784,26661,59,30,26192,52,30,25010,50,30,23817,49,28,23066,46,27,22349,41,27,138038291,99786858,84946434,77692437,71566373,72245124
131469,"George Washington University","1918 F Street  NW","Washington","DC","20052",-77.048363,38.89923,"Private","20,000 and above","No","Doctoral Universities: Very High Research Activity
",0.430448778640409,0.174027802217139,0.40844391726592,0.237680370269534,0.418716053108027,0.256283217728133,0.409789898840182,0.236006872230762,0.402110797237916,0.24636549907308,0.464586378988758,0.130513686545345,30137,12673,17464,31194,13505,17689,31641,13428,18213,31392,12801,18591,30846,12358,18488,29735,12039,17696,21155,22264,22579,22235,21677,20956,2609,2838,2607,2517,2578,2410,82,81,84,83,79,81,13,13,13,13,13,13,78335,78335,76276,76276,74160,74160,71930,71930,69368,69368,67225,67225,65260,65260,12484,65,14,12546,66,15,11999,66,14,11504,65,14,10900,66,14,10433,64,15,1802656000,1778559000,1798810000,1729147000,1570278000,1616357000
156745,"Georgetown College","400 East College Street","Georgetown","KY","40324-1696",-84.553767,38.207615,"Private","1,000 - 4,999","No","Baccalaureate Colleges: Arts & Sciences Focus",0.721607669616519,0.217680122636689,0.633464707989968,0.178733031674208,0.479470928630477,0.152298850574713,0.673338670936749,0.18192627824019,0.661168708765316,0.21240199572345,0.676923076923077,0.131468531468531,1701,1163,538,1649,1029,620,1858,1046,812,2007,1100,907,1867,1051,816,1691,1037,654,1258,1144,1178,1279,1152,1086,314,262,305,297,282,271,58,53,57,57,55,57,12,11,11,11,11,10,55674,55674,55002,55002,53518,53518,51930,51930,50086,50086,48310,48310,46600,46600,983,96,35,961,96,37,1060,93,35,986,96,35,984,93,35,979,90,37,37088201,40849557,41704433,39606258,37209631,38467586
131496,"Georgetown University","37th and O St NW","Washington","DC","20057-0001",-77.073463,38.908809,"Private","20,000 and above","No","Doctoral Universities: Very High Research Activity
",0.16805096743747,0.447065431058691,0.14360393603936,0.484551850718874,0.145155648828262,0.488253012048193,0.156788742894418,0.474591381872214,0.168475271290694,0.467200949836747,0.172399630352192,0.0804497381661362,22940,8210,14730,22720,8330,14390,22534,8325,14209,22091,8269,13822,21709,8194,13515,21817,8719,13098,16074,16703,16451,16279,16005,16155,1579,1618,1596,1573,1566,1575,94,95,94,94,95,92,11,11,11,11,11,11,81515,81515,78754,78754,76280,76280,73840,73840,71580,71580,69313,69313,66971,66971,7513,41,13,7459,42,13,7463,42,13,7453,40,12,7562,41,12,7595,42,13,1863711000,1822484000,1769557000,1661745000,1483502000,1528869000
139861,"Georgia College & State University","231 W Hancock Street","Milledgeville","GA","31061",-83.231962,33.082787,"Public","5,000 - 9,999","No","Master's Colleges & Universities: Larger Programs",0.859357696566999,0.351288659793814,0.795946253700752,0.423748211731044,0.777777777777778,0.44045144045144,0.789924186842749,0.446749226006192,0.845226130653266,0.410523186682521,0.756552419354839,0.371723790322581,7914,6200,1714,8039,6483,1556,8066,6673,1393,7977,6674,1303,7989,6804,1185,7920,6751,1169,6033,6198,6203,6207,6253,6276,1477,1481,1441,1379,1473,1463,64,66,59,60,61,61,16,17,17,17,17,17,28267,47447,28186,47366,28851,48035,28536,47250,28120,46834,27331,45679,26900,45248,5844,86,19,5958,82,19,5987,80,19,6047,78,19,6036,80,20,5927,79,20,44832809,45528055,44119058,40089455,34897583,34911099
139755,"Georgia Institute of Technology-Main Campus","225 North Ave","Atlanta","GA","30332-0530",-84.394832,33.77242,"Public","20,000 and above","No","Doctoral Universities: Very High Research Activity
",0.213428963086263,0.373896089001032,0.205773822444107,0.405590717299578,0.215267646728762,0.410009122898475,0.233958789726006,0.388248066223368,0.257730607966457,0.365658362989324,0.321699600395938,0.113245591523995,47787,17988,29799,43217,17602,25615,38951,17400,21551,34108,17068,17040,31513,17223,14290,28743,16694,12049,27811,26344,25226,23767,22588,21590,3062,3115,2853,2873,3087,2805,87,85,86,85,82,82,19,19,18,22,20,19,29802,50914,29802,50914,29632,50744,28776,49372,28770,49366,27420,47612,25780,45972,16159,71,13,16049,67,14,15570,67,15,15489,62,15,15142,62,16,14682,63,17,2169707000,2169005000,2091110000,1985802000,1843764000,1858977000
139931,"Georgia Southern University","1332 Southern Drive","Statesboro","GA","30460-8126",-81.784045,32.426153,"Public","20,000 and above","No","Doctoral Universities: High Research Activity
",0.911710144927536,0.339607045208876,0.737674209500974,0.43199593702387,0.676705433084534,0.557522123893805,0.682895022821126,0.558243157224698,0.645515558267236,0.56710775047259,0.602297484650426,0.346108140225787,31082,26762,4320,30231,26067,4164,30628,26545,4083,31503,27294,4209,23596,20314,3282,23702,20522,3180,23226,22677,23008,18239,18491,18277,4172,4223,4054,3560,3463,3476,50,46,47,50,51,50,22,20,20,21,22,21,23579,34633,23979,35033,23497,34552,23014,33800,22860,33646,22927,33501,22927,33501,22715,84,36,23130,72,37,24031,70,37,18006,67,36,17970,67,37,18029,67,38,76143787,76889633,67642907,51165418,47528474,49156429
139764,"Georgia Southwestern State University","800 Georgia Southwestern State University Dr.","Americus","GA","31709-4693",-84.217738,32.054662,"Public","1,000 - 4,999","No","Master's Colleges & Universities: Medium Programs",0.734026173979985,0.250131095962244,0.583286595625351,0.376923076923077,0.692907248636009,0.46681664791901,0.674745895230649,0.523754345307068,0.681785457163427,0.512143611404435,0.71636675235647,0.326478149100257,3926,3068,858,3725,3012,713,3646,2955,691,3794,3111,683,3646,3024,622,3274,2868,406,2451,2323,2317,2438,2379,2227,382,406,445,474,374,386,29,25,32,33,32,36,17,16,16,17,17,17,20796,31518,20412,31134,19928,30650,19424,29885,20436,30897,20378,30634,20096,30352,2498,72,38,2467,66,40,2606,65,40,2558,65,43,2435,69,45,2527,69,46,37134671,39076591,37784951,35621824,31158187,12406178
139940,"Georgia State University","33 gilmer st","Atlanta","GA","30303-3083",-84.38667,33.7527,"Public","20,000 and above","No","Doctoral Universities: Very High Research Activity
",0.823852222058896,0.328178898536933,0.761465139979618,0.398677373641946,0.71372644971862,0.428265341103874,0.698451113262343,0.416592416592417,0.588390017127477,0.41418026821915,0.566499642090193,0.246743020758769,42775,33658,9117,41177,32742,8435,40505,32031,8474,38731,30307,8424,38370,29773,8597,38084,29438,8646,31182,30205,29366,28066,27524,27108,4944,4869,4149,3836,3593,3640,54,53,53,54,53,53,27,26,23,23,20,21,30834,46065,30302,45533,29725,44956,26014,40873,26014,40873,27088,41656,26214,40782,27959,79,49,27231,78,50,25770,76,50,25228,71,49,25140,71,51,25328,72,53,173375796,182002529,172029683,165924090,139152351,184290556
184773,"Georgian Court University","900 Lakewood Ave","Lakewood","NJ","08701-2697",-74.228186,40.099617,"Private","1,000 - 4,999","No","Master's Colleges & Universities: Larger Programs",0.809007053716766,0.134808853118712,0.711995863495346,0.143064633260712,0.724964063248682,0.187045604758757,0.688591983556012,0.161194029850746,0.744561839651958,0.184474123539232,0.728441754916793,0.114220877458396,2722,1953,769,2981,2138,843,2850,1983,867,2876,1886,990,2779,1795,984,2675,1725,950,1753,1890,1911,1856,1812,1683,187,280,216,221,149,228,54,48,42,53,48,51,11,11,12,11,12,12,52091,52091,50964,50964,52760,52760,51734,51734,51018,51018,50376,50376,45976,45976,1793,84,36,1783,86,39,1613,82,40,1591,82,39,1528,77,38,1621,77,39,48967416,54858481,54635332,52523478,48966468,51731037
130989,"Goldey-Beacom College","4701 Limestone Rd","Wilmington","DE","19808",-75.689624,39.741501,"Private","1,000 - 4,999","No","Master's Colleges & Universities: Larger Programs",0.552147239263804,0.4,0.566831683168317,0.373362445414847,0.532293986636971,0.290794979079498,0.517704517704518,0.405660377358491,0.580774365821095,0.349425287356322,0.441860465116279,0.155038759689922,1437,772,665,1534,781,753,1804,803,1001,2053,839,1214,2347,774,1573,2605,692,1913,885,941,992,1134,1168,1103,160,149,162,158,119,159,34,33,59,53,44,43,19,19,20,20,19,19,25750,25750,38340,38340,40800,40800,39590,39590,38717,38717,38046,38046,38134,38134,731,100,44,739,100,44,777,100,41,692,98,36,628,100,39,641,99,34,159899768,158756327,150447090,132294581,110173175,97006383
235316,"Gonzaga University","E 502 Boone Ave","Spokane","WA","99258-0001",-117.400625,47.666531,"Private","5,000 - 9,999","No","Doctoral/Professional Universities
",0.728861933642526,0.171643008647414,0.617012136183009,0.217232375979112,0.656153296834087,0.216941773988754,0.648495993694995,0.254608061575856,0.672856362643364,0.257913961038961,0.734878882449101,0.198692227671274,8284,5175,3109,8397,5413,2984,8474,5495,2979,8450,5411,3039,8433,5333,3100,8289,5187,3102,6144,6441,6501,6394,6387,6307,1247,1196,1257,1270,1335,1048,86,87,84,83,83,82,11,11,11,12,12,12,66661,66661,64802,64802,62250,62250,59795,59795,57350,57350,55310,55310,53247,53247,5211,98,12,5304,98,13,5192,97,13,5182,49,13,5062,96,15,4837,96,17,313733000,299721000,286850000,272116000,210670000,216572000
165936,"Gordon College","255 Grapevine Rd","Wenham","MA","01984",-70.82151,42.590567,"Private","1,000 - 4,999","No","Baccalaureate Colleges: Arts & Sciences Focus",0.682732316227462,0.193499238191976,0.74047256097561,0.184765826042203,0.754735467015023,0.187364777152748,0.888850889192886,0.160446325509811,0.919675755342668,0.171073717948718,0.932314410480349,0.240720524017467,2263,1538,725,2314,1642,672,2397,1771,626,2424,1748,676,2465,1784,681,2445,1798,647,1641,1683,1791,1775,1808,1855,355,429,415,422,437,398,70,70,70,69,72,71,10,11,11,11,12,13,40310,40310,52850,52850,52100,52100,50670,50670,49940,49940,48672,48672,47804,47804,1507,97,21,1618,99,22,1591,98,24,1657,98,22,1694,99,23,1741,98,22,78099186,73914132,56810323,49942959,44166187,44316144
150668,"Goshen College","1700 S Main St","Goshen","IN","46526-4794",-85.827795,41.563582,"Private","Under 1,000","No","Baccalaureate Colleges: Diverse Fields",0.923780487804878,0.22002200220022,0.62985529322163,0.193470374848851,0.66025641025641,0.242718446601942,0.638842975206612,0.279430789133247,0.624501992031873,0.295055821371611,0.658720200752823,0.222082810539523,945,867,78,950,865,85,1017,926,91,1050,973,77,996,921,75,908,835,73,813,823,862,875,796,766,160,200,215,185,176,159,68,72,68,66,72,70,10,10,11,11,10,10,50570,50570,49690,49690,48890,48890,47940,47940,46500,46500,46300,46300,43700,43700,826,94,33,845,93,34,883,89,34,800,93,32,773,90,31,774,90,32,111151366,113642851,112179098,107351416,100964742,110475554
162654,"Goucher College","1021 Dulaney Valley Rd","Baltimore","MD","21204-2794",-76.594843,39.410175,"Private","1,000 - 4,999","No","Baccalaureate Colleges: Arts & Sciences Focus",0.794072363356428,0.112457586039748,0.813026819923372,0.161168708765316,0.804058338617628,0.170347003154574,0.788428324697755,0.153340635268346,0.792332268370607,0.161656891495601,0.770693512304251,0.108780760626398,3307,1178,2129,2742,1490,1252,2895,1588,1307,2751,1592,1159,2595,1501,1094,3169,1791,1378,1499,1692,1816,1822,1806,1796,338,432,420,440,389,403,71,66,62,69,64,68,9,11,10,10,10,11,67700,67700,65916,65916,64050,64050,62506,62506,59810,59810,59416,59416,56922,56922,1449,92,30,1525,92,29,1454,97,26,1473,96,26,1472,94,25,1471,90,25,191378000,203430000,214921000,209577000,201482000,216707000
150677,"Grace College and Theological Seminary","1 Lancer Way","Winona Lake","IN","46590-1274",-85.814228,41.22595,"Private","1,000 - 4,999","No","Master's Colleges & Universities: Medium Programs",0.7464859437751,0.142568930733019,0.798976268031643,0.211415259172976,0.817865739502541,0.103335513407456,0.820861678004535,0.107120933087784,0.787307032590051,0.123871770930594,0.773818949590921,0.0936922670889417,2046,1658,388,2054,1668,386,2196,1676,520,2458,1863,595,2600,2063,537,2707,2179,528,1610,1639,1699,1784,1899,1896,331,313,349,398,355,355,57,62,61,60,68,66,21,20,19,19,20,23,40204,40204,39260,39260,37578,37578,35902,35902,33952,33952,33524,33524,32910,32910,1619,84,30,1625,85,32,1762,81,31,1934,76,29,1922,74,28,1857,71,29,18612354,18780600,18764752,17366191,12326760,11495508
153366,"Graceland University-Lamoni","1 University Place","Lamoni","IA","50140",-93.924893,40.615966,"Private","1,000 - 4,999","No","Master's Colleges & Universities: Larger Programs",0.680682268940896,0.122960372960373,0.581145584725537,0.132101300479124,0.580559254327563,0.153096330275229,0.561428571428571,0.162213740458015,0.484016393442623,0.216765453005927,0.478925428439092,0.134784622510422,1722,1056,666,1926,1119,807,2221,1259,962,2816,1624,1192,2961,1791,1170,2927,1829,1098,1268,1412,1673,1811,1833,1884,193,267,254,256,289,282,50,49,43,52,54,47,14,12,14,17,18,16,46380,46380,45160,45160,43824,43824,42440,42440,41130,41130,39770,39770,38444,38444,1038,86,49,1180,87,49,1403,78,41,1446,80,41,1548,82,42,1594,82,42,42369160,51342454,53339822,50948526,47383025,45933335
159009,"Grambling State University","403 Main Street","Grambling","LA","71245",-92.713245,32.523797,"Public","5,000 - 9,999","No","Master's Colleges & Universities: Larger Programs",0.932172206549736,0.163289473684211,0.972338372467031,0.28911677141912,0.947480916030534,0.297454076699968,0.427682522123894,0.283543485289363,0.451419558359621,0.302236198462614,0.382254464285714,0.17578125,6351,5221,1130,5615,4510,1105,5979,4702,1277,6424,5049,1375,6941,5405,1536,5411,4202,1209,4711,4521,4511,4478,4250,3980,855,896,906,846,618,399,33,35,34,35,30,31,30,24,24,25,20,20,25663,34686,24655,33678,24703,33726,26091,35114,26091,35389,25717,34740,25108,34267,4168,85,76,4110,86,78,4089,86,79,3883,85,78,3320,90,82,3264,87,81,7618350,7246829,7246829,7246829,7376829,7231979
170082,"Grand Valley State University","1 Campus Dr","Allendale","MI","49401-9403",-85.889826,42.963001,"Public","20,000 and above","No","Doctoral/Professional Universities
",0.87520206918849,0.279719246398227,0.830173823511598,0.309039177062815,0.827525827350727,0.304062632247143,0.808988764044944,0.290256627185561,0.816800140293447,0.308165748228727,0.811407381246689,0.242333274471717,26320,22429,3891,26993,23127,3866,27752,23713,4039,28190,23892,4298,28875,24282,4593,28682,23943,4739,20966,21680,22211,22429,22780,22533,4217,4287,4093,4285,4092,4178,66,65,66,67,65,70,16,16,16,16,17,17,26220,31956,25756,31356,25040,30476,24948,30226,24244,29314,23066,27938,22263,26944,21112,73,29,21680,65,30,21937,66,32,22209,64,31,21972,65,33,21636,65,35,130096713,132090935,127801030,116994265,102219868,104413135
153375,"Grand View University","1200 Grandview Ave","Des Moines","IA","50316",-93.604352,41.620813,"Private","1,000 - 4,999","No","Master's Colleges & Universities: Small Programs",0.970165745856354,0.167425968109339,0.958715596330275,0.226930963773069,0.919849718221666,0.223961878829135,0.926829268292683,0.435526315789474,0.966139954853273,0.393691588785047,0.982142857142857,0.340561224489796,2086,1829,257,2246,2042,204,2197,2034,163,2142,2037,105,2187,2122,65,2340,2239,101,1692,1723,1723,1688,1780,1779,330,328,330,335,267,279,50,50,48,47,46,47,12,12,12,13,13,13,45172,45172,43448,43448,43946,43946,40388,40388,38936,38936,37232,37232,36082,36082,1757,94,39,1760,93,41,1788,92,39,1910,90,36,1921,92,38,1965,94,39,26172472,25734104,25022116,22563514,19836830,19588211
198598,"Greensboro College","815 W Market St","Greensboro","NC","27401-1875",-79.800232,36.071082,"Private","Under 1,000","No","Master's Colleges & Universities: Small Programs",0.776134122287968,0.168996188055909,0.770851624231782,0.206150341685649,0.444613050075873,0.208191126279863,0.406934306569343,0.25,0.362486043915147,0.256673511293634,0.752511415525114,0.206392694063927,1080,884,196,1178,960,218,1203,993,210,1191,1018,173,1182,1013,169,1117,1024,93,793,878,884,869,873,844,181,180,223,249,227,183,38,28,44,39,37,31,8,9,10,11,11,12,32984,32984,32710,32710,32100,32100,42440,42440,42420,42420,41000,41000,39600,39600,839,84,44,857,85,43,902,85,45,946,95,46,928,81,44,879,78,43,25071796,25471053,23905620,22863395,20933937,20461845
145372,"Greenville University","315 E. College Ave.","Greenville","IL","62246",-89.40824,38.894162,"Private","1,000 - 4,999","No","Master's Colleges & Universities: Small Programs",0.592072252885098,0.133050847457627,0.561163895486936,0.239153439153439,0.483931066604565,0.212704523580366,0.662004662004662,0.258215962441315,0.578225068618481,0.316455696202532,0.56286165176223,0.136770120988953,1260,969,291,1304,1019,285,1572,1180,392,1733,1341,392,1846,1358,488,1672,1237,435,845,953,990,1039,1055,1161,226,221,220,198,260,268,59,42,47,57,48,50,10,11,11,11,11,13,43692,43692,42754,42754,41322,41322,40348,40348,39474,39474,38728,38728,36200,36200,892,89,42,964,97,46,943,96,45,974,93,39,1077,92,40,1103,91,39,23647559,21159996,20196340,19392172,16499214,16865645
212832,"Gwynedd Mercy University","1325 Sumneytown Pike","Gwynedd Valley","PA","19437-0901",-75.236601,40.202804,"Private","1,000 - 4,999","No","Doctoral/Professional Universities
",0.88027477919529,0.220735785953177,0.951456310679612,0.245918367346939,0.920032976092333,0.247311827956989,0.937679769894535,0.2719836400818,0.908185840707965,0.274056029232643,0.68499127399651,0.210296684118674,3148,2201,947,3410,2351,1059,3690,2558,1132,3732,2672,1060,3571,2617,954,3182,2397,785,2433,2656,2811,2684,2533,2428,165,193,173,124,146,142,61,58,50,57,55,63,11,10,10,11,11,10,54329,54329,52720,52720,51510,51510,49920,49920,48250,48250,46680,46680,44600,44600,2157,68,29,2250,66,30,2081,73,34,2035,73,33,2000,78,37,1983,79,38,31314000,29726000,38398000,34244000,29330000,23267000
173665,"Hamline University","1536 Hewitt Avenue","Saint Paul","MN","55104-1284",-93.164479,44.966246,"Private","1,000 - 4,999","No","Master's Colleges & Universities: Larger Programs",0.689484350371538,0.148595689092097,0.677314211212516,0.175489252486365,0.671464330413016,0.167132649891271,0.691058823529412,0.182158665304733,0.702963311382879,0.183338909334226,0.723904881101377,0.128410513141427,4084,2041,2043,4597,2219,2378,4802,2248,2554,5228,2336,2892,5633,2346,3287,6392,2413,3979,2363,2582,2644,2779,2835,3124,547,538,535,547,513,521,63,67,59,63,65,66,13,13,12,13,12,13,59091,59091,57845,57845,55256,55256,53538,53538,52178,52178,50755,50755,49302,49302,2088,96,39,2106,96,37,2168,96,38,2184,95,34,2229,94,36,2242,94,36,100559621,95710215,98112697,88250751,80598769,93035603
232265,"Hampton University","200 William R. Harvey Way","Hampton","VA","23668-0099",-76.339161,37.019944,"Private","1,000 - 4,999","No","Doctoral/Professional Universities
",0.360003699935251,0.161870503597122,0.359962307611768,0.269633507853403,0.438453352252572,0.106564956079519,0.36199505358615,0.23183785014803,0.648186296462159,0.177559762332458,0.690485474751414,0.0910508871124976,3807,3306,501,4720,4076,644,4802,4097,705,4698,3859,839,4874,4004,870,4858,3877,981,3303,4087,4155,4393,4409,3938,871,910,1015,1263,927,835,58,50,55,63,56,59,15,14,13,13,11,9,46198,46198,46198,46198,44291,44291,42380,42380,40559,40559,38826,38826,37190,37190,3743,72,35,3716,74,36,3863,74,38,3878,73,39,3419,72,39,3503,68,39,280598089,282542989,285344772,279093045,253813936,263237078
177542,"Hannibal-LaGrange University","2800 Palmyra Rd","Hannibal","MO","63401",-91.39094,39.729015,"Private","Under 1,000","No","Baccalaureate Colleges: Diverse Fields",0.646341463414634,0.411949685534591,0.612403100775194,0.316455696202532,0.53639846743295,0.319047619047619,0.545454545454545,0.451612903225806,0.61641541038526,0.377717391304348,0.587261146496815,0.315923566878981,996,892,104,1013,895,118,975,870,105,1201,1068,133,1303,1170,133,1391,1291,100,624,697,757,846,896,966,99,108,133,149,153,156,42,54,40,45,36,61,10,9,12,14,11,11,37450,37450,36481,36481,35898,35898,34700,34700,36008,36008,33276,33276,32582,32582,745,69,32,890,68,35,910,75,39,1044,68,35,1102,67,36,1115,65,33,8530332,8516273,8257247,8112739,6590961,6571097
225247,"Hardin-Simmons University","2200 Hickory","Abilene","TX","79698-0001",-99.73564,32.476434,"Private","1,000 - 4,999","No","Doctoral/Professional Universities
",0.905112651646447,0.217328865485878,0.837825491091823,0.261177753544166,0.842015855039638,0.325487558843309,0.817692767483562,0.33406432748538,0.879895561357702,0.388724035608309,0.6,0.258934169278997,2279,1716,563,2487,1830,657,2555,1850,705,2483,1859,624,2441,1882,559,2380,1820,560,1957,2100,2098,1998,1939,1867,479,480,454,392,411,339,48,51,52,53,52,51,15,14,12,12,12,12,45957,45957,45020,45020,43346,43346,41046,41046,39836,39836,37944,37944,36216,36216,1737,95,38,1762,96,39,1741,94,36,1708,91,34,1627,93,32,1630,88,34,187850376,212433255,176218609,161410915,146151620,165247590
107044,"Harding University","915 E. Market Ave.","Searcy","AR","72149-5615",-91.726143,35.247386,"Private","1,000 - 4,999","No","Doctoral/Professional Universities
",0.550658791458428,0.616336633663366,0.613413304252999,0.714666666666667,0.746237675142709,0.595966620305981,0.721206129510628,0.64770390678547,0.701849345963013,0.654884318766067,0.992015968063872,0.660013306719894,5149,3830,1319,5204,3938,1266,5717,4323,1394,6196,4530,1666,6559,4789,1770,6796,4889,1907,4161,4421,4666,4965,5235,5249,804,856,944,1013,990,1063,67,67,65,64,65,62,14,15,16,14,16,16,34538,34538,33480,33480,31911,31911,30671,30671,29975,29975,29005,29005,28533,28533,3779,85,23,3975,84,23,4184,85,25,4419,86,26,4450,86,27,4485,87,26,166223072,152714178,142705175,128722899,119174305,118044187
166027,"Harvard University","Massachusetts Hall","Cambridge","MA","02138",-71.118313,42.374471,"Private","20,000 and above","No","Doctoral Universities: Very High Research Activity
",0.0500645994832041,0.698263027295285,0.0463651050080775,0.820806371329019,0.0473461367517369,0.816699604743083,0.0515617880828229,0.828178694158076,0.0540457467790272,0.788151658767772,0.0557536119226955,0.0444956710536897,39981,13188,26793,41024,14431,26593,41335,13906,27429,40803,14340,26463,39407,14242,25165,38053,14128,23925,23401,25157,25070,24846,24180,24072,1644,1652,1686,1659,1659,1650,98,96,97,98,98,97,5,6,7,7,7,7,78028,78028,75891,75891,73800,73800,71650,71650,69600,69600,66900,66900,64400,64400,10063,42,11,9950,44,12,9965,43,11,9915,43,11,10255,44,11,10338,44,12,41894380000,40929700000,39233736000,37096474000,35665743000,37615545000
