"INST_ID","INST_Name","Address","City","State","Zip","Longitude","Latitude","Sector","Size","LandGrant","Carnegie","2020ADM_Rate","2020ENR_Rate","2019ADM_Rate","2019ENR_Rate","2018ADM_Rate","2018ENR_Rate","2017ADM_Rate","2017ENR_Rate","2016ADM_Rate","2016ENR_Rate","2015ADM_Rate","2015ENR_Rate","Head_21_TOTAL","Head_21_UG","Head_21_GR","Head_20_TOTAL","Head_20_UG","Head_20_GR","Head_19_TOTAL","Head_19_UG","Head_19_GR","Head_18_TOTAL","Head_18_UG","Head_18_GR","Head_17_TOTAL","Head_17_UG","Head_17_GR","Head_16_TOTAL","Head_16_UG","Head_16_GR","FTE2020","FTE2019","FTE2018","FTE2017","FTE2016","FTE2015","F2020_Ret","F2019_Ret","F2018_Ret","F2017_Ret","F2016_Ret","F2015_Ret","GR2020","GR2019","GR2018","GR2017","GR2016","GR2015","2020S:F","2019S:F","2018S:F","2017S:F","2016S:F","2015S:F","IN_2122_ON","OUT_2122_ON","IN_2021_ON","OUT_2021_ON","IN_1920_ON","OUT_1920_ON","IN_1819_ON","OUT_1819_ON","IN_1718_ON","OUT_1718_ON","IN_1617_ON","OUT_1617_ON","IN_1516_ON","OUT_1516_ON","UG_TOTAL_1920","UG_AID_PERC_1920","UG_PELL_PERC_1920","UG_TOTAL_1819","UG_AID_PERC_1819","UG_PELL_PERC_1819","UG_TOTAL_1718","UG_AID_PERC_1718","UG_PELL_PERC_1718","UG_TOTAL_1617","UG_AID_PERC_1617","UG_PELL_PERC_1617","UG_TOTAL_1516","UG_AID_PERC_1516","UG_PELL_PERC_1516","UG_TOTAL_1415","UG_AID_PERC_1415","UG_PELL_PERC_1415","FY20_Endow","FY19_Endow","FY18_Endow","FY17_Endow","FY16_Endow","FY15_Endow"
227881,"Sam Houston State University","1806 Ave J","Huntsville","TX","77340",-95.546205,30.714738,"Public","20,000 and above","No","Doctoral Universities: High Research Activity
",0.924989604989605,0.255596511732446,0.834039242804045,0.303347497149964,0.785430239444961,0.310567704405903,0.74392312040701,0.311875814155449,0.719496654985664,0.305291122426389,0.727115342999351,0.285327851114477,24652,20741,3911,24116,20652,3464,23705,20397,3308,23365,20209,3156,23049,19784,3265,22518,19163,3355,18195,18158,17866,17566,17198,16810,2858,2827,2780,2667,2514,2448,52,51,51,49,53,51,21,21,21,21,21,21,24612,34404,23652,33468,23326,33454,22478,32438,21824,31784,21236,31028,20972,30332,18805,75,41,18498,67,41,18416,72,37,17902,69,35,17401,68,42,16819,69,43,133127466,119870730,125827277,108024087,100304954,94439903
102049,"Samford University","800 Lakeshore Drive","Birmingham","AL","35229-2240",-86.791799,33.464128,"Private","5,000 - 9,999","No","Doctoral/Professional Universities
",0.839927592448927,0.298953201970443,0.833077709611452,0.276465173366063,0.820803295571576,0.300501882057716,0.831932773109244,0.270517676767677,0.913813116656994,0.290885995554144,0.933041301627034,0.258448060075094,6160,3684,2476,6127,3687,2440,6041,3618,2423,5994,3511,2483,5956,3446,2510,5738,3282,2456,5557,5488,5418,5313,5273,5009,900,958,857,916,826,728,76,76,73,74,66,69,12,12,12,12,12,12,52514,52514,51314,51314,49634,49634,47863,47863,46474,46474,44896,44896,43666,43666,3591,95,11,3535,94,11,3373,92,12,3341,90,11,3168,89,12,3051,88,14,332869066,347137118,345325875,335023718,316689684,319249582
112084,"San Diego Christian College","200 Riverview Parkway","Santee","CA","92071",-116.978112,32.842404,"Private","Under 1,000","No","Master's Colleges & Universities: Small Programs",0.496742671009772,0.255737704918033,0.552552552552553,0.342391304347826,0.601293103448276,0.268817204301075,0.623471882640587,0.274509803921569,0.532981530343008,0.282178217821782,0.517321016166282,0.254041570438799,615,535,80,711,588,123,771,581,190,865,752,113,873,832,41,1084,1077,7,457,469,504,583,604,806,61,63,69,57,90,103,41,57,52,30,42,41,9,8,8,12,8,16,52682,52682,51142,51142,50454,50454,48400,48400,47032,47032,45683,45683,44112,44112,488,93,46,450,100,51,658,80,52,695,84,53,909,94,55,940,100,54,719210,682348,701466,692631,656599,656599
122409,"San Diego State University","5500 Campanile Dr","San Diego","CA","92182-0001",-117.071228,32.77525,"Public","20,000 and above","No","Doctoral Universities: High Research Activity
",0.36703507038775,0.204054167718059,0.34126598903609,0.220665132817402,0.345797489877376,0.239603300275023,0.354194713511739,0.24872531751182,0.346385245093204,0.240935839028094,0.344126263738125,0.0885505749267582,38811,33385,5426,38336,33077,5259,37838,32543,5295,37748,32312,5436,36908,31609,5299,36451,30960,5491,33167,32487,32337,32036,31668,31025,5189,5646,5084,4812,4955,4779,74,74,73,68,66,66,27,27,27,28,29,28,31484,43364,30240,42120,30522,42402,29318,41170,28224,40104,26594,37754,27451,38611,30848,53,33,30586,53,33,30272,51,34,29860,52,34,29253,54,36,28394,59,38,353237246,312161566,305835974,268393959,223218464,210555275
122506,"San Francisco Conservatory of Music","50 Oak Street","San Francisco","CA","94102-6011",-122.420292,37.775543,"Private","Under 1,000","No","Special Focus Four-Year: Arts, Music & Design Schools",0.456175298804781,0.248908296943231,0.475789473684211,0.269911504424779,0.45213849287169,0.274774774774775,0.437956204379562,0.338888888888889,0.417452830188679,0.305084745762712,0.466850828729282,0.0911602209944751,413,243,170,445,226,219,453,223,230,424,210,214,415,196,219,395,167,228,409,449,397,413,399,376,53,61,61,54,34,41,58,54,69,65,50,64,3,3,8,7,6,7,76675,76675,70565,70565,69135,69135,66900,66900,64945,64945,63060,63060,59510,59510,233,100,21,221,98,24,205,100,30,188,97,29,158,97,35,170,99,31,43498000,43277000,42871000,41260000,37131000,40379000
122597,"San Francisco State University","1600 Holloway Ave","San Francisco","CA","94132",-122.476799,37.721224,"Public","20,000 and above","No","Doctoral Universities: High Research Activity
",0.840948138720967,0.10514168968257,0.673048600883652,0.158493156562406,0.717575689490535,0.167788649706458,0.704640250260688,0.177703785916882,0.681997625817851,0.147425518134715,0.678805307214851,0.121747053129093,31072,27179,3893,32541,28789,3752,33236,29527,3709,33506,29871,3635,33036,29485,3551,33538,29787,3751,24122,25747,26390,26405,25637,26634,3517,4066,4084,3531,4079,3630,55,54,53,51,50,45,22,22,23,23,23,25,27463,39343,27145,39025,26987,38867,27480,39360,26719,38599,25232,36392,24648,35808,25924,61,43,26531,61,44,26680,63,46,25945,59,43,26906,60,45,25938,65,45,139667872,94177288,57827474,47801792,46754892,48257705
122755,"San Jose State University","One Washington Square","San Jose","CA","95192-0001",-121.880621,37.336569,"Public","20,000 and above","No","Master's Colleges & Universities: Larger Programs",0.673667953667954,0.15259055479138,0.635737955646189,0.176601621669785,0.546615898242419,0.190500227146535,0.668776834122034,0.210402999062793,0.53436856282681,0.190250266872257,0.552249542244311,0.113163745749411,39940,29821,10119,39442,29870,9572,38805,29357,9448,39002,29585,9417,34035,27394,6641,34395,27855,6540,30795,30884,30382,30651,27995,28329,3867,3704,4320,3065,3329,3395,65,57,62,57,52,48,25,25,26,27,25,27,29432,41312,29025,40905,30065,41945,29193,41073,28166,40046,27039,38199,26227,37387,27905,60,39,27327,61,41,27778,62,43,26432,61,41,26822,61,43,26664,64,42,148747339,160286687,153940250,146036110,125627222,120043748
122931,"Santa Clara University","500 El Camino Real","Santa Clara","CA","95053",-121.93784,37.348362,"Private","5,000 - 9,999","No","Doctoral/Professional Universities
",0.507156720038816,0.15056206649127,0.488220858895706,0.174792661472732,0.499138037187538,0.17158011594918,0.535621804661045,0.174042394942358,0.483011241631931,0.172201882845188,0.487952211557823,0.0846365527887778,9402,5844,3558,9509,5982,3527,9423,5797,3626,9524,5773,3751,9373,5754,3619,9785,5759,4026,7885,7929,7980,7861,7659,7829,1388,1390,1403,1316,1260,1318,91,90,89,84,85,84,11,10,10,11,11,12,76497,76497,72984,72984,74829,74829,71778,71778,69439,69439,66036,66036,63666,63666,5694,72,11,5520,69,11,5499,69,11,5438,68,11,5385,71,11,5486,72,12,1034167000,1019760000,979248000,905858000,840706000,884746000
195304,"Sarah Lawrence College","One Meadway","Bronxville","NY","10708",-73.843727,40.9355,"Private","1,000 - 4,999","No","Baccalaureate Colleges: Arts & Sciences Focus",0.546271094175286,0.191828599900349,0.530964717493215,0.184944237918216,0.558496240601504,0.228863758750673,0.531908749639041,0.213355048859935,0.517926988265971,0.23725613593455,0.533759772565743,0.12544420753376,1607,1389,218,1728,1483,245,1829,1515,314,1807,1493,314,1798,1470,328,1761,1422,339,1474,1642,1676,1662,1694,1599,398,425,393,377,353,356,73,79,82,79,77,69,10,9,9,9,9,9,77228,77228,74740,74740,74740,74740,72670,72670,70266,70266,68390,68390,66642,66642,1433,80,14,1410,80,16,1399,79,16,1438,77,17,1348,73,18,1366,75,17,109342197,112749765,113750536,105236499,89955309,91180191
140951,"Savannah College of Art and Design","342 Bull St","Savannah","GA","31402-3146",-81.09395,32.072964,"Private","10,000 - 19,999","No","Master's Colleges & Universities: Larger Programs",0.779228030990438,0.190612683625941,0.959084050767729,0.256801776790672,0.970804962223673,0.265084550345888,0.928730512249443,0.265642031829082,0.717143873377201,0.275635461872288,0.699115943501677,0.208108932019104,16843,13690,3153,16748,13679,3069,16065,12966,3099,15040,12050,2990,14111,11305,2806,13594,10867,2727,12254,13261,12600,11735,10987,10449,2524,2596,2274,2139,1934,1726,68,65,67,67,65,68,18,20,21,20,19,20,59840,59840,58517,58517,58961,58961,57443,57443,56372,56372,55146,55146,52577,52577,12167,92,20,11508,91,21,10674,91,21,10005,91,22,9599,90,23,9092,88,25,173469250,185104593,154774022,123347513,79556433,49869354
140960,"Savannah State University","3219 College Street","Savannah","GA","31404-5310",-81.063377,32.024781,"Public","1,000 - 4,999","No","Master's Colleges & Universities: Small Programs",0.461423444976077,0.157701447396846,0.332033629828195,0.297981651376147,0.291803278688525,0.329299913569576,0.557524108544517,0.349557522123894,0.507848568790397,0.595909090909091,0.826440677966102,0.402033898305085,3986,3713,273,4182,3956,226,4645,4421,224,5021,4802,219,5488,5274,214,5445,5266,179,3062,3308,3698,4051,4534,4420,667,665,594,1241,1119,1195,28,28,27,27,28,29,18,17,17,17,19,21,17414,22591,17414,28136,17255,27716,17255,27716,16999,27460,16872,27128,16872,27128,3502,87,70,3895,88,71,4239,87,73,4772,81,74,4645,82,73,4769,83,75,10114911,9054161,8038123,7564728,6861683,6529563
143048,"School of the Art Institute of Chicago","36 S Wabash","Chicago","IL","60603",-87.625758,41.88105,"Private","1,000 - 4,999","No","Special Focus Four-Year: Arts, Music & Design Schools",0.777794793261868,0.0893876747391219,0.570358814352574,0.169310722100656,0.585516435841815,0.179823311484754,0.610270840661273,0.187608069164265,0.59324942791762,0.203792992606879,0.664845605700713,0.136342042755344,3512,2796,716,3862,3109,753,3998,3175,823,3996,3165,831,3911,3103,808,4847,3889,958,2863,3533,3513,3516,3433,3420,619,631,650,633,573,603,64,66,66,63,57,54,8,11,11,10,10,9,73460,73460,72510,72510,69880,69880,67870,67870,67290,67290,63170,63170,61010,61010,2982,89,19,2893,88,19,2887,87,19,2845,89,19,2843,90,20,2783,92,19,252178000,240188000,224396000,212289000,187122000,195653000
228042,"Schreiner University","2100 Memorial Blvd","Kerrville","TX","78028-5697",-99.130586,30.031458,"Private","1,000 - 4,999","No","Master's Colleges & Universities: Small Programs",0.961511047754811,0.220904373610082,0.9321608040201,0.278526504941599,0.912162162162162,0.332407407407407,0.923599320882852,0.313419117647059,0.907815631262525,0.333333333333333,0.901378579003181,0.306468716861082,1370,1240,130,1510,1379,131,1807,1610,197,1654,1500,154,1497,1382,115,1416,1338,78,1135,1226,1277,1235,1200,1161,309,359,341,302,289,273,45,48,45,40,43,41,14,14,13,13,13,14,46181,46181,44192,44192,42587,42587,40143,40143,38727,38727,37231,37231,36226,36226,1257,91,35,1319,93,37,1249,94,40,1237,97,35,1182,90,36,1062,100,44,72991869,72735023,71568382,69186376,57896127,61440845
123165,"Scripps College","1030 North Columbia Avenue","Claremont","CA","91711-3905",-117.711294,34.104147,"Private","1,000 - 4,999","No","Baccalaureate Colleges: Arts & Sciences Focus",0.351259360108918,0.213178294573643,0.319986763732627,0.292657704239917,0.242405063291139,0.328981723237598,0.333685322069694,0.34493670886076,0.298808735936466,0.299003322259136,0.278989667049369,0.106008419441255,1105,1050,55,1137,1097,40,1140,1104,36,1142,1108,34,1126,1092,34,1059,1023,36,912,1103,1066,1079,1052,987,283,252,327,270,277,249,88,88,84,92,87,84,9,10,10,10,11,10,80240,80240,78274,78274,77588,77588,73756,73756,71060,71060,68464,68464,66060,66060,1089,57,11,1054,58,11,1059,60,11,1030,58,11,973,60,10,972,57,11,374862269,375584840,362045500,336706779,295781717,305249606
236577,"Seattle Pacific University","3307 3rd Ave W","Seattle","WA","98119-1997",-122.361667,47.650214,"Private","1,000 - 4,999","No","Doctoral/Professional Universities
",0.906194239102727,0.184247538677918,0.906086163665375,0.160503144654088,0.900767018216683,0.189994678020224,0.908721560130011,0.192846497764531,0.872830937035201,0.194547003692133,0.816146929405012,0.13143294432753,3980,2940,1040,3920,2935,985,4071,3098,973,4201,3107,1094,4512,3359,1153,4630,3467,1163,3210,3215,3341,3384,3641,3738,634,708,642,683,674,683,68,69,71,71,75,69,13,13,13,13,14,15,53766,53766,64644,64644,61452,61452,58794,58794,56485,56485,54951,54951,51552,51552,2717,95,32,2876,94,30,2900,94,29,3095,95,27,3231,94,28,3264,93,30,122286000,120745000,110084000,99732000,81042000,78549000
236595,"Seattle University","900 Broadway","Seattle","WA","98122-4340",-122.318851,47.608859,"Private","5,000 - 9,999","No","Doctoral/Professional Universities
",0.832322466515037,0.12221041445271,0.7847640562249,0.148728610267072,0.756481481481482,0.165697674418605,0.73798973880597,0.151208721756992,0.736273185112394,0.164497831164498,0.730207532667179,0.128362797847809,7975,4706,3269,8023,5086,2937,8254,5205,3049,8343,5154,3189,8498,5250,3248,8433,5187,3246,6175,6400,6436,6322,6500,6427,922,1074,948,978,992,921,74,75,75,79,78,77,10,11,11,11,12,11,67170,67170,65970,65970,63921,63921,61608,61608,59607,59607,58434,58434,56481,56481,4700,91,19,4764,90,19,4647,88,20,4780,85,18,4712,84,18,4511,86,20,238887506,234340729,241184304,224040504,194997046,201582730
186584,"Seton Hall University","400 S Orange Ave","South Orange","NJ","07079-2697",-74.246027,40.742336,"Private","5,000 - 9,999","No","Doctoral Universities: High Research Activity
",0.7822851656265,0.0819883399815894,0.736346611327631,0.112111630464669,0.703634475597092,0.112529515938607,0.731622704707219,0.119277305428385,0.669021844817528,0.120434066466428,0.762475191380777,0.099659767507797,10971,6315,4656,11390,6468,4922,11539,6397,5142,11177,6328,4849,10952,6260,4692,11015,6349,4666,8350,8599,8576,8238,8194,8188,1630,1524,1458,1240,1404,1263,70,67,64,63,66,64,14,13,13,14,13,13,66716,66716,64658,64658,63002,63002,59670,59670,57090,57090,55366,55366,53294,53294,6109,93,26,6133,90,27,5969,89,28,5957,88,28,6087,87,28,5817,86,29,2.7e+08,355937000,257719000,251054000,236798000,263932000
215947,"Seton Hill University","1 Seton Hill Drive","Greensburg","PA","15601",-79.557433,40.309407,"Private","1,000 - 4,999","No","Master's Colleges & Universities: Medium Programs",0.786682152535811,0.195866141732283,0.756990941315479,0.210197710718002,0.749898826386079,0.207231516459795,0.746478873239437,0.222222222222222,0.608656036446469,0.273952095808383,0.764452938365982,0.187290969899666,3518,3083,435,3385,2877,508,3787,3259,528,3821,3273,548,3721,3223,498,3619,3104,515,1810,1916,2001,2071,1991,1993,394,380,424,365,392,333,65,58,56,59,60,61,14,14,14,14,12,14,55728,55728,54226,54226,52768,52768,51432,51432,49896,49896,48470,48470,46732,46732,1728,96,30,1951,82,27,2092,74,23,2048,73,23,1961,77,25,1869,79,29,42145794,41847043,40405908,37824970,33148081,33888211
199643,"Shaw University","118 East South Street","Raleigh","NC","27601",-78.637693,35.771181,"Private","1,000 - 4,999","No","Baccalaureate Colleges: Diverse Fields",0.705608202578841,0.0629678555702334,0.633959638135003,0.092938163190633,0.523566669408571,0.0614296936370778,0.528606965174129,0.0773333333333333,0.488655287260616,0.136954206602769,0.604771371769384,0.0799204771371769,1441,1276,165,1386,1240,146,1512,1387,125,1775,1635,140,2020,1871,149,1847,1684,163,1193,1207,1349,1590,1743,1543,251,390,489,640,399,460,15,18,19,29,24,30,14,15,16,17,19,14,29734,29734,29734,29734,29734,29734,29378,29378,29378,29378,29478,29478,29478,29478,1174,93,75,1305,94,75,1546,96,79,1713,94,82,1509,95,82,1664,94,81,10967927,10890247,10668170,10505698,10131558,9956176
233541,"Shenandoah University","1460 University Dr","Winchester","VA","22601-5195",-78.157433,39.167355,"Private","1,000 - 4,999","No","Doctoral/Professional Universities
",0.743764172335601,0.263719512195122,0.743755383290267,0.29125651418645,0.702921348314607,0.283248081841432,0.832469775474957,0.302904564315353,0.880167451596023,0.273483947681332,0.820450097847358,0.218199608610568,5253,2721,2532,4981,2665,2316,4879,2590,2289,5119,2656,2463,5176,2689,2487,5220,2608,2612,3463,3289,3257,3288,3324,3229,503,443,438,458,446,417,58,62,57,54,55,45,10,10,11,10,11,10,49610,49610,48810,48810,47850,47850,47000,47000,46200,46200,45412,45412,44780,44780,2040,97,23,2034,97,25,2063,95,25,2099,99,30,2010,93,26,1892,59,25,68448014,68133756,66182279,63422495,60320841,63021010
237792,"Shepherd University","301 North King St","Shepherdstown","WV","25443",-77.804101,39.433071,"Public","1,000 - 4,999","No","Master's Colleges & Universities: Small Programs",0.976983646274985,0.324240545567266,0.963070238957277,0.371428571428571,0.894568690095847,0.423571428571429,0.891290527654164,0.426533523537803,0.919146183699871,0.396903589021816,0.898665048543689,0.387135922330097,5409,3015,2394,5165,3630,1535,4523,3797,726,4700,3936,764,4641,3899,742,4712,4162,550,2682,2889,3029,3115,3173,3342,487,584,590,559,631,634,48,42,46,48,40,38,14,14,16,16,15,15,22507,32947,22409,32849,22409,32849,21903,32403,21031,31572,20727,31039,20387,30185,3200,60,31,3468,71,31,3421,63,33,3436,77,32,3649,76,33,3776,78,33,24124439,21383830,20718853,25947274,25232749,24537466
216010,"Shippensburg University of Pennsylvania","1871 Old Main Drive","Shippensburg","PA","17257-2299",-77.522335,40.057933,"Public","5,000 - 9,999","No","Master's Colleges & Universities: Larger Programs",0.939201183431953,0.191998739959049,0.912277787007809,0.236022582407576,0.876173285198556,0.279357231149567,0.835525061940156,0.277828467153285,0.883083290222452,0.269673891818004,0.891446294482533,0.226901730329742,6891,5804,1087,6871,5763,1108,7138,5872,1266,7345,5999,1346,7812,6337,1475,7918,6402,1516,5424,5485,5692,5867,6303,6413,1292,1352,1209,1378,1385,1478,53,52,56,57,55,55,18,16,16,18,20,20,29328,30056,29922,30650,30614,38656,29086,37128,28200,36300,27234,35324,25504,34558,5274,82,33,5487,62,32,5574,57,32,5896,58,32,6017,56,31,6305,55,31,41628372,42027163,43526226,36842400,34518026,36223794
140988,"Shorter University","315 Shorter Ave","Rome","GA","30165",-85.196529,34.257543,"Private","1,000 - 4,999","No","Master's Colleges & Universities: Small Programs",0.709302325581395,0.275045537340619,0.603164942178941,0.325933400605449,0.565168539325843,0.323061630218688,0.533681765389082,0.28835690968444,0.611538461538462,0.286612758310872,0.6288532675709,0.161528976572133,1722,1550,172,1781,1653,128,1787,1614,173,1960,1700,260,2205,1905,300,1805,1656,149,1244,1298,1260,1333,1357,1331,324,321,263,317,259,291,45,40,37,46,45,46,15,12,14,14,14,15,35570,35570,35570,35570,35130,35130,35130,35130,34490,34490,34490,34490,33606,33606,1394,81,39,1352,83,44,1403,84,45,1419,88,44,1376,94,47,1459,97,47,14086729,13976210,12544683,14090077,13551234,14767771
195474,"Siena College","515 Loudon Rd","Loudonville","NY","12211-1462",-73.7526,42.717602,"Private","1,000 - 4,999","No","Master's Colleges & Universities: Small Programs",0.806629834254144,0.133710541989279,0.811206004140787,0.133992662306588,0.801383801383801,0.12629084137464,0.778520849724626,0.13070574364157,0.726141595122558,0.130911583276217,0.760173787110789,0.109051412020275,3645,3494,151,3498,3371,127,3516,3404,112,3414,3316,98,3408,3288,120,3339,3246,93,3335,3209,3145,3143,3161,3103,841,745,776,763,753,709,74,78,75,75,80,80,13,12,12,12,12,12,60794,60794,59829,59829,58200,58200,55706,55706,53855,53855,52236,52236,50481,50481,3188,92,25,3164,93,25,3164,93,27,3178,92,26,3117,91,24,3132,93,24,139605938,137220433,135261551,129067735,121498306,132158170
172264,"Siena Heights University","1247 E. Siena Heights Dr.","Adrian","MI","49221",-84.018841,41.905624,"Private","1,000 - 4,999","No","Master's Colleges & Universities: Medium Programs",0.744259699129058,0.261702127659574,0.734030197444832,0.25870253164557,0.685987619583568,0.238720262510254,0.671247357293869,0.224409448818898,0.717222222222222,0.226955848179706,0.774901519414744,0.171637591446258,2528,2287,241,2853,2560,293,2985,2690,295,3143,2868,275,3286,3011,275,3370,3105,265,1521,1716,1731,1767,1892,1860,326,290,277,293,304,272,42,43,46,37,51,43,12,12,12,12,13,12,43021,43021,41736,41736,40806,40806,40378,40378,38902,38902,37452,37452,36016,36016,2139,72,35,2216,69,37,2302,71,39,2407,72,38,2492,71,39,2402,71,40,15312547,14901903,13627897,12422717,10875808,10904696
182458,"Sierra Nevada University","999 Tahoe Blvd.","Incline Village","NV","89451",-119.939125,39.244278,"Private","Under 1,000","No","Master's Colleges & Universities: Medium Programs",0.463144963144963,0.111405835543767,0.636144578313253,0.111742424242424,0.643326039387308,0.141156462585034,0.689795918367347,0.142011834319527,0.514688601645123,0.214611872146119,0.657039711191336,0.167870036101083,875,324,551,1162,448,714,1199,449,750,1414,503,911,1654,533,1121,1746,553,1193,527,646,778,855,930,938,56,80,71,93,88,113,47,44,35,41,46,55,9,9,10,10,10,12,53233,53233,53233,53233,53000,53000,51198,51198,49003,49003,47082,47082,45660,45660,371,82,32,397,95,40,448,97,38,478,83,38,507,89,37,558,92,42,6087055,4625250,4382400,4216166,4343564,4526673
167783,"Simmons University","300 The Fenway","Boston","MA","02115-5898",-71.099967,42.3393,"Private","5,000 - 9,999","No","Doctoral/Professional Universities
",0.825473321858864,0.188073394495413,0.731333106034777,0.201864801864802,0.697154471544715,0.164931278633903,0.604364053976457,0.193349168646081,0.636228435455086,0.213651238896681,0.575737704918033,0.102950819672131,7362,1812,5550,7562,1844,5718,7780,1880,5900,8157,1824,6333,8055,1825,6230,7332,1850,5482,4341,4497,4253,4362,4224,3913,433,393,400,454,471,303,80,73,74,74,65,71,9,8,6,8,7,7,62784,62784,59769,59769,61100,61100,59880,59880,58230,58230,56920,56920,55250,55250,1777,95,24,1834,94,27,1762,94,27,1781,93,26,1743,94,28,1622,91,25,190425868,195674187,194859386,188165774,175821000,186030000
154350,"Simpson College","701 North C St","Indianola","IA","50125",-93.563471,41.365503,"Private","1,000 - 4,999","No","Baccalaureate Colleges: Diverse Fields",0.866153846153846,0.261989342806394,0.804604853764779,0.225831399845321,0.842255531763026,0.305084745762712,0.83855421686747,0.28544061302682,0.854545454545454,0.321924144310823,0.894571203776554,0.253343823760818,1430,1358,72,1503,1437,66,1668,1559,109,1630,1566,64,1777,1695,82,1850,1779,71,1176,1243,1332,1366,1478,1536,292,360,296,348,322,344,70,68,63,68,73,65,11,11,11,11,13,12,58164,58164,55962,55962,54008,54008,52040,52040,50180,50180,48376,48376,46684,46684,1307,96,36,1391,95,35,1432,94,29,1543,94,27,1623,94,27,1660,95,27,83186018,83808538,86947836,84607132,79823014,86006393
123457,"Simpson University","2211 College View Drive","Redding","CA","96003-8606",-122.332981,40.61334,"Private","Under 1,000","No","Baccalaureate Colleges: Arts & Sciences Focus",0.59717868338558,0.135170603674541,0.523148148148148,0.321533923303835,0.5,0.352459016393443,0.556149732620321,0.320512820512821,0.521531100478469,0.36085626911315,0.515248796147673,0.141252006420546,1244,960,284,1062,824,238,982,818,164,1172,955,217,1300,933,367,1405,1081,324,677,680,720,754,897,1069,99,86,99,117,88,126,60,57,47,49,52,47,13,12,11,11,11,9,51562,51562,49500,49500,46150,46150,43925,43925,40785,40785,38504,38504,37610,37610,748,93,47,720,87,46,777,89,59,790,86,45,963,90,53,1068,94,56,6140938,7514511,7400106,7206577,6539894,6493269
216038,"Slippery Rock University of Pennsylvania","1 Morrow Way","Slippery Rock","PA","16057-1383",-80.045965,41.062719,"Public","5,000 - 9,999","No","Master's Colleges & Universities: Larger Programs",0.739791247024355,0.362128712871287,0.706452170904688,0.386875612144956,0.731657355679702,0.395520488673963,0.714873200822481,0.382790028763183,0.694854814060112,0.382209188660802,0.683618751081128,0.263449230236983,9984,7964,2020,10238,8308,1930,10366,8432,1934,10446,8573,1873,10516,8681,1835,10313,8601,1712,8009,7993,8047,8127,8087,7877,1579,1553,1596,1564,1523,1586,67,66,68,68,67,63,21,20,21,21,22,22,24979,29087,24572,28680,24981,29089,25147,29005,24377,28365,23806,27660,23417,26947,7437,74,31,7518,63,33,7609,62,33,7637,60,31,7563,59,31,7587,58,32,36857713,35988743,33551842,30558628,25111758,26435202
167835,"Smith College","Elm St","Northampton","MA","01063",-72.638097,42.318111,"Private","1,000 - 4,999","No","Baccalaureate Colleges: Arts & Sciences Focus",0.365212421413603,0.27490871152843,0.324638199035197,0.348376444689048,0.309515570934256,0.342649524874231,0.318667157584683,0.369150779896014,0.372287780738485,0.334355828220859,0.378945265681183,0.121654015181782,2979,2380,599,3277,2672,605,3263,2609,654,3259,2627,632,3221,2594,627,3258,2603,655,2477,2875,2882,2893,2842,2813,633,613,638,654,609,616,89,88,89,87,87,86,7,8,9,9,9,9,78438,78438,75842,75842,75169,75169,72701,72701,69563,69563,66647,66647,64486,64486,2531,71,21,2502,70,22,2521,71,22,2514,68,20,2478,67,21,2563,67,21,1907178016,1913252543,1875092651,1767465922,1627469366,1781763199
399911,"Soka University of America","1 University Drive","Aliso Viejo","CA","92656-8081",-117.735344,33.554546,"Private","Under 1,000","No","Baccalaureate Colleges: Arts & Sciences Focus",0.519906323185012,0.459459459459459,0.400793650793651,0.534653465346535,0.38961038961039,0.616666666666667,0.372188139059305,0.587912087912088,0.384,0.541666666666667,0.46119733924612,0.28159645232816,407,396,11,421,408,13,444,430,14,432,417,15,434,421,13,446,434,12,403,419,442,427,430,444,108,111,107,104,127,99,90,94,90,86,79,84,7,7,8,8,8,8,51096,51096,51008,51008,50968,50968,48996,48996,47368,47368,45592,45592,46504,46504,406,100,21,428,100,24,413,100,23,417,100,25,432,100,28,411,100,29,1231957000,1270123000,1275811000,1239053000,1161267000,1221435000
123572,"Sonoma State University","1801 E Cotati Ave","Rohnert Park","CA","94928-3609",-122.677066,38.340274,"Public","5,000 - 9,999","No","Master's Colleges & Universities: Larger Programs",0.891185501385456,0.0767226890756302,0.911885517424142,0.112685265911072,0.896532670258323,0.138135593220339,0.820264765784114,0.142070142768467,0.762722144720082,0.143618290258449,0.765542089747789,0.124009171306911,8775,7878,897,9885,9012,873,10360,9406,954,10468,9464,1004,10041,9244,797,9926,9053,873,7283,8213,8747,8749,8631,8711,1531,1766,1796,1774,1866,1794,63,58,61,59,55,54,21,22,23,24,24,25,26698,38578,26724,38604,28268,40148,26626,38506,26034,37914,25178,36338,24680,35840,8143,60,34,8682,58,35,8667,58,35,8631,55,33,8654,54,33,8512,58,33,41676331,39079332,36885947,36441358,36254032,35177462
